symbol
RELIANCE.NS
HDFCBANK.NS
ICICIBANK.NS
SUZLON.NS
NETWEB.NS
LALPATHLAB.NS
GROWW.NS
FACT.NS
DIXON.NS
IFCI.NS
INFY.NS
M&M.NS
LT.NS
BSE.NS
BHARTIARTL.NS
HINDALCO.NS
AXISBANK.NS
SBIN.NS
HCLTECH.NS
MEESHO.NS
BAJFINANCE.NS
SONATSOFTW.NS
MMTC.NS
HSCL.NS
PINELABS.NS
IDEA.NS
NATIONALUM.NS
PGEL.NS
TCS.NS
VEDL.NS
ADANIPOWER.NS
MCX.NS
OLAELEC.NS
HFCL.NS
COFORGE.NS
ZEEL.NS
TATASTEEL.NS
ADANIENT.NS
YESBANK.NS
NTPC.NS
ETERNAL.NS
ASHOKLEY.NS
VEDPOWER.NS
LAURUSLABS.NS
GICRE.NS
SHRIRAMFIN.NS
ONGC.NS
KAYNES.NS
ITC.NS
INDIGO.NS
AEGISLOG.NS
ADANIPORTS.NS
BEL.NS
MARUTI.NS
DATAPATTNS.NS
AMBER.NS
SAIL.NS
JIOFIN.NS
TMCV.NS
KOTAKBANK.NS
VISL.NS
BAJAJFINSV.NS
CHOLAFIN.NS
KALYANKJIL.NS
EICHERMOT.NS
SWIGGY.NS
WAAREEENER.NS
PERSISTENT.NS
TITAN.NS
DLF.NS
APARINDS.NS
KPIL.NS
GMRAIRPORT.NS
LENSKART.NS
COALINDIA.NS
POLYCAB.NS
VAML.NS
BANDHANBNK.NS
TVSMOTOR.NS
TATAPOWER.NS
TATACONSUM.NS
HINDUNILVR.NS
TECHM.NS
FEDERALBNK.NS
BPCL.NS
ATHERENERG.NS
BANKBARODA.NS
ULTRACEMCO.NS
DEVYANI.NS
ASIANPAINT.NS
NESTLEIND.NS
INOXWIND.NS
CANBK.NS
ABB.NS
INDUSTOWER.NS
TMPV.NS
SBILIFE.NS
ADANIENSOL.NS
HAL.NS
SUNPHARMA.NS
OFSS.NS
ICICIAMC.NS
BHEL.NS
TRENT.NS
CGPOWER.NS
RRKABEL.NS
POWERGRID.NS
HEROMOTOCO.NS
PFC.NS
MAXHEALTH.NS
GVT&D.NS
PARADEEP.NS
APOLLOHOSP.NS
POLICYBZR.NS
DIVISLAB.NS
ANGELONE.NS
WIPRO.NS
PHOENIXLTD.NS
CARTRADE.NS
IDFCFIRSTB.NS
PRESTIGE.NS
HINDPETRO.NS
VBL.NS
CHAMBLFERT.NS
LTM.NS
NMDC.NS
BAJAJ-AUTO.NS
DMART.NS
POWERINDIA.NS
NBCC.NS
ZENTEC.NS
TEJASNET.NS
SOLARINDS.NS
TATACAP.NS
ATGL.NS
SRF.NS
VMM.NS
BHARATFORG.NS
AARTIIND.NS
ADANIGREEN.NS
SAPPHIRE.NS
NHPC.NS
HDFCAMC.NS
FORTIS.NS
NLCINDIA.NS
SAMMAANCAP.NS
JAINREC.NS
PREMIERENE.NS
ACUTAAS.NS
GAIL.NS
JPPOWER.NS
AUROPHARMA.NS
MOTHERSON.NS
TITAGARH.NS
HEXT.NS
RBLBANK.NS
CDSL.NS
ENRIN.NS
HINDZINC.NS
LICI.NS
INDUSINDBK.NS
IOC.NS
COLPAL.NS
CUMMINSIND.NS
LGEINDIA.NS
UNIONBANK.NS
GRANULES.NS
PETRONET.NS
MPHASIS.NS
SYRMA.NS
JSWSTEEL.NS
CGCL.NS
HINDCOPPER.NS
WOCKPHARMA.NS
FORCEMOT.NS
360ONE.NS
UNITDSPR.NS
NYKAA.NS
OBEROIRLTY.NS
MUTHOOTFIN.NS
PNB.NS
IIFL.NS
MARICO.NS
ABCAPITAL.NS
RECLTD.NS
SBICARD.NS
TORNTPHARM.NS
MAZDOCK.NS
VOLTAS.NS
GABRIEL.NS
AUBANK.NS
SHREECEM.NS
HDFCLIFE.NS
SCI.NS
NAVINFLUOR.NS
SIEMENS.NS
MAHABANK.NS
BIOCON.NS
BDL.NS
COROMANDEL.NS
PIIND.NS
NAUKRI.NS
CYIENT.NS
HYUNDAI.NS
ZYDUSLIFE.NS
GLAND.NS
SCHNEIDER.NS
HDBFS.NS
SONACOMS.NS
LTF.NS
GODREJCP.NS
PAYTM.NS
AWL.NS
MRPL.NS
GRSE.NS
NAVA.NS
KEC.NS
BRITANNIA.NS
PWL.NS
GESHIP.NS
TARIL.NS
TATACOMM.NS
GRASIM.NS
RVNL.NS
TIINDIA.NS
MOTILALOFS.NS
COCHINSHIP.NS
JINDALSTEL.NS
VOGL.NS
AMBUJACEM.NS
BOSCHLTD.NS
BANKINDIA.NS
OIL.NS
KEI.NS
LUPIN.NS
ICICIPRULI.NS
MRF.NS
GMDCLTD.NS
KARURVYSYA.NS
CIPLA.NS
INDHOTEL.NS
JSWENERGY.NS
ABREL.NS
CONCOR.NS
BRIGADE.NS
CRAFTSMAN.NS
KPITTECH.NS
ANANTRAJ.NS
HUDCO.NS
JYOTICNC.NS
MEDANTA.NS
ENGINERSIN.NS
RPOWER.NS
LODHA.NS
PTCIL.NS
CHENNPETRO.NS
ELECON.NS
CAMS.NS
ASTRAL.NS
DABUR.NS
CUB.NS
AEGISVOPAK.NS
APLAPOLLO.NS
MANAPPURAM.NS
JINDALSAW.NS
GLENMARK.NS
M&MFIN.NS
ICICIGI.NS
HBLENGINE.NS
HAVELLS.NS
SAGILITY.NS
EMMVEE.NS
IRFC.NS
MANKIND.NS
JUBLFOOD.NS
IDBI.NS
GODREJPROP.NS
NEULANDLAB.NS
NUVAMA.NS
NEWGEN.NS
BELRISE.NS
PAGEIND.NS
LLOYDSME.NS
DEEPAKFERT.NS
TIMKEN.NS
RADICO.NS
TORNTPOWER.NS
CPPLUS.NS
BLUESTARCO.NS
MGL.NS
WELCORP.NS
UPL.NS
LTFOODS.NS
NAM-INDIA.NS
PIDILITIND.NS
KFINTECH.NS
TATAELXSI.NS
GODFRYPHLP.NS
UNOMINDA.NS
J&KBANK.NS
IREDA.NS
SHYAMMETL.NS
AFFLE.NS
CHOICEIN.NS
TATATECH.NS
JKCEMENT.NS
DRREDDY.NS
JSWINFRA.NS
IGL.NS
DELHIVERY.NS
DOMS.NS
TATACHEM.NS
APOLLOTYRE.NS
OLECTRA.NS
PCBL.NS
POONAWALLA.NS
NIVABUPA.NS
NH.NS
EIDPARRY.NS
MFSL.NS
NATCOPHARM.NS
IGIL.NS
CEATLTD.NS
ITCHOTELS.NS
TECHNOE.NS
INDIANB.NS
PNBHOUSING.NS
TENNIND.NS
INDIAMART.NS
ESCORTS.NS
BALKRISIND.NS
ANANDRATHI.NS
ALKEM.NS
EXIDEIND.NS
SCHAEFFLER.NS
THERMAX.NS
GLAXO.NS
INTELLECT.NS
REDINGTON.NS
KIMS.NS
CENTRALBK.NS
ACMESOLAR.NS
SAILIFE.NS
BAJAJHFL.NS
PPLPHARMA.NS
ENDURANCE.NS
ABSLAMC.NS
FLUOROCHEM.NS
THELEELA.NS
JSL.NS
VIJAYA.NS
CREDITACC.NS
KAJARIACER.NS
RAILTEL.NS
DALBHARAT.NS
ZENSARTECH.NS
SUMICHEM.NS
KIRLOSENG.NS
LEMONTREE.NS
FIVESTAR.NS
CEMPRO.NS
IRCTC.NS
JMFINANCIL.NS
AIIL.NS
FSL.NS
MSUMI.NS
HONASA.NS
ASTERDM.NS
BAJAJHLDNG.NS
AJANTPHARM.NS
GPIL.NS
NTPCGREEN.NS
HEG.NS
LICHSGFIN.NS
CROMPTON.NS
JBCHEPHARM.NS
BSOFT.NS
JKTYRE.NS
BEML.NS
CHOLAHLDNG.NS
LTTS.NS
GRAPHITE.NS
IEX.NS
JWL.NS
ANURAS.NS
PATANJALI.NS
SAREGAMA.NS
RKFORGE.NS
MINDACORP.NS
TRITURBINE.NS
ABBOTINDIA.NS
ZFCVINDIA.NS
ECLERX.NS
SYNGENE.NS
JBMA.NS
TBOTEK.NS
PIRAMALFIN.NS
JUBLINGREA.NS
FINCABLES.NS
CAPLIPOINT.NS
IRCON.NS
CESC.NS
CONCORDBIO.NS
SJVN.NS
NCC.NS
CASTROLIND.NS
EMCURE.NS
CCL.NS
STARHEALTH.NS
GRAVITA.NS
APTUS.NS
ANTHEM.NS
ONESOURCE.NS
MAPMYINDIA.NS
ABFRL.NS
BLS.NS
SUNDARMFIN.NS
WELSPUNLIV.NS
BERGEPAINT.NS
PVRINOX.NS
RAMCOCEM.NS
SUPREMEIND.NS
AIAENG.NS
IKS.NS
NIACL.NS
AADHARHFC.NS
IRB.NS
ELGIEQUIP.NS
ARE&M.NS
SWANCORP.NS
SUNTV.NS
CRISIL.NS
JSWCEMENT.NS
SIGNATURE.NS
BLUEJET.NS
ITI.NS
BALRAMCHIN.NS
HONAUT.NS
HOMEFIRST.NS
WHIRLPOOL.NS
ABDL.NS
ACE.NS
3MINDIA.NS
URBANCO.NS
RAINBOW.NS
NSLNISP.NS
KPRMILL.NS
BHARTIHEXA.NS
VTL.NS
COHANCE.NS
TTML.NS
TATAINVEST.NS
CLEAN.NS
USHAMART.NS
CIEINDIA.NS
IPCALAB.NS
ZYDUSWELL.NS
UBL.NS
ACC.NS
DEEPAKNTR.NS
BATAINDIA.NS
TEGA.NS
SOBHA.NS
FIRSTCRY.NS
SARDAEN.NS
CHALET.NS
GILLETTE.NS
BAYERCROP.NS
AFCONS.NS
UCOBANK.NS
CARBORUNIV.NS
AAVAS.NS
TRIDENT.NS
TRAVELFOOD.NS
PFIZER.NS
